group_id,group_name,num_members,category_id,category_name,organizer_id,urlname
19277993.0,Nashville DevOps Meetup,499.0,34.0,Tech,183378188.0,NashDevOps
15297782.0,Nashville Product Meetup,561.0,34.0,Tech,86371752.0,Nashville-Product-Meetup
16291092.0,Singles 30-50,2064.0,30.0,Singles,51697022.0,Singles-35-50
4507792.0,"MOMS Club® of Hendersonville Area, TN",93.0,25.0,Parents & Family,23771491.0,MOMSClubHendersonville
1371991.0,The Joy of Dining Out with Friends Meetup,2029.0,10.0,Food & Drink,13677114.0,Dining-With-Friends
16062152.0,Design Thinking Nashville,1028.0,34.0,Tech,158936252.0,DesignThinkingNashville
24803205.0,Brentwood Happy Hour / Dining Out Meetup,408.0,21.0,Music,92479482.0,Brentwood-Happy-Hour-Dining-Out-Meetup
1187715.0,What the Pho!,1891.0,10.0,Food & Drink,4230486.0,What-the-Pho
14546632.0,Nashville Machine Learning Meetup,449.0,34.0,Tech,132473852.0,Nashville-Machine-Learning-Meetup
18579141.0,Dog Friendly Things to Do Nashville and Beyond,1001.0,26.0,Pets & Animals,107456652.0,Dog-Friendly-Things-To-Do-Nashville-and-Beyond
19266390.0,Nashville Networking Business Luncheon,1440.0,2.0,Career & Business,11759637.0,Nashville-Networking-Business-Luncheon
211512.0,Nashville Atheists,1831.0,28.0,Religion & Beliefs,8386.0,atheists-455
968626.0,The Nashville New & Not-So-New In Town  Meetup,6466.0,2.0,Career & Business,12131688.0,newintown-890
16487812.0,Code for Nashville,1762.0,34.0,Tech,58983922.0,code-for-nashville
4126912.0,Nashville Online Entrepreneurs,1526.0,2.0,Career & Business,44942272.0,nashville-online
2542802.0,Nashville Flag Football,644.0,32.0,Sports & Recreation,26285162.0,NashvilleFlagFootball
3173762.0,Nashville Java Users' Group,1038.0,34.0,Tech,40336202.0,nashvillejug
19997487.0,Developer Launchpad Nashville,574.0,34.0,Tech,82204922.0,Developer-Launchpad-Nashville
8771812.0,The Nashville Microsoft Azure Users Group,650.0,34.0,Tech,4353024.0,The-Nashville-Microsoft-Azure-Users-Group
24351103.0,Dazzling Dames (50+),48.0,31.0,Socializing,95518022.0,Franklin-Fun-Times-Meetup
1324203.0,Nashville Psychic Meetup,2357.0,22.0,New Age & Spirituality,19801731.0,Nashville-Psychics
6629622.0,North Nashville Party Chicks,435.0,31.0,Socializing,12258718.0,North-Nashville-Party-Chicks
3718972.0,Hanging Out with the Girls,429.0,31.0,Socializing,3669527.0,Hanging-out-with-the-Girls
19030621.0,"Lesbians in the Workplace, Nashville",566.0,12.0,LGBT,7859383.0,Lesbians-in-the-Workplace-Nashville
20807142.0,Music City Young Professionals,1374.0,31.0,Socializing,7377000.0,MusicCityYP
6707902.0,Data Science Nashville,1043.0,34.0,Tech,14589429.0,Data-Science-Nashville
24504847.0,Franklin Friends (50+),32.0,31.0,Socializing,11250276.0,Franklin-Friends-50
22817838.0,freeCodeCamp Nashville,429.0,34.0,Tech,7534345.0,freeCodeCamp-Nashville
19556549.0,Inner Engineering Nashville (Isha Yoga & Meditation Classes),1098.0,14.0,Health & Wellbeing,184777575.0,Isha-Yoga-Inner-Engineering-Nashville-Yoga-Meditation
9376702.0,Nashville Women Programmers,1089.0,34.0,Tech,7918427.0,NashvilleWomenProgrammers
1360698.0,Nashville PHP User Group,1117.0,34.0,Tech,1813015.0,nashvillephp
23709488.0,Bitches Who Brunch: Nashville,64.0,31.0,Socializing,223963157.0,Bitches-Who-Brunch-Nashville
1179719.0,Nashvegans!,964.0,13.0,Movements & Politics,9770948.0,nashvegans
18314164.0,NashBI,779.0,34.0,Tech,183427754.0,NashBI
4705492.0,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",2305.0,2.0,Career & Business,26706942.0,WOMEN-Word-of-Mouth-Entrepreneurial-Networkers
1512578.0,MOMS Club of Brentwood,60.0,25.0,Parents & Family,191362921.0,MOMS-Club-of-Brentwood-2
5618532.0,Nashville Salesforce Admins & Developers Group,500.0,34.0,Tech,204135137.0,Nashville-Salesforce-Developer-User-Group
1728035.0,WordPress Nashville,1641.0,34.0,Tech,72560962.0,NashvilleWordpress
24890978.0,Nashville Humanist,155.0,6.0,Education & Learning,224641660.0,NashvilleHumanistGroup
18506072.0,20s in Nashville,3813.0,31.0,Socializing,188857906.0,20s-in-Nashville
1776274.0,"Nashville SEO & Internet Marketing, Over 1,600 Members!",1646.0,2.0,Career & Business,10119159.0,Nashville-SEO-Group
1808866.0,"Art, Culture, Film and Literature Friends",2791.0,1.0,Arts & Culture,13677114.0,artsfriends
5282132.0,One Dharma Nashville Meditation Group,1191.0,22.0,New Age & Spirituality,65541132.0,One-Dharma-Nashville
24693747.0,Williamson County Republican Party,114.0,13.0,Movements & Politics,16881781.0,Williamson-County-Republican-Party
19440811.0,Fun Friends Of Rutherford (a 40's+ group),150.0,31.0,Socializing,27857332.0,FunFriends-Of-Rutherford
25481468.0,Outdoor Afro-Nashville,112.0,23.0,Outdoors & Adventure,87574402.0,Outdoor-Afro-Nashville
18476981.0,Drink-n-Draw,2506.0,1.0,Arts & Culture,40582582.0,DrinkNDrawNashville
18414590.0,Women 'n' Wine of Nashville,688.0,2.0,Career & Business,187452711.0,Women-n-Wine-of-Nashville
929402.0,Paddle Adventures Unlimited,6324.0,23.0,Outdoors & Adventure,8939765.0,paddleadventuresunlimited
227528.0,Nashville Spanish Meetup,1409.0,16.0,Language & Ethnic Identity,2434993.0,spanish-570
16447162.0,Nash |> Elixir,390.0,34.0,Tech,8111102.0,nash-elixir
1349592.0,Board Game Lovers Meetup,2258.0,11.0,Games,7563113.0,Board-Game-Lovers-Meetup-Group
16954142.0,Network Middle Tennessee,1082.0,2.0,Career & Business,13020262.0,Network-Middle-Tennessee-Prosperous-Partnerships
1492619.0,Women's  Business Network,2160.0,2.0,Career & Business,15369081.0,Womens-business-network
541319.0,The Nashville Songwriters Meetup Group,2643.0,21.0,Music,2984170.0,vocalists-164
25884191.0,Nashville Drum Circle Community :D,144.0,14.0,Health & Wellbeing,6440691.0,Nashvilledrumcircles
15552112.0,Intellectual Society of Greater Nashville,652.0,6.0,Education & Learning,146326152.0,Intellectual-Society
24906881.0,Brentwood Artificial Intelligence Meetup,95.0,34.0,Tech,22476571.0,Brentwood-Artificial-Intelligence-Meetup
26076650.0,Franklin Technology Startups Meetup,50.0,34.0,Tech,35147542.0,Franklin-Technology-Startups-Meetup
18361585.0,Make Nashville Meetup,1684.0,34.0,Tech,5900662.0,Make-Nashville-Meetup
1486212.0,Nashville Slow Ride,1526.0,23.0,Outdoors & Adventure,481401.0,NASHVILLE-SLOW-RIDE
19856615.0,Mt.Juliet/Hermitage Happenings Meetup For Friends,305.0,31.0,Socializing,202144642.0,MtJuliet-Hermitage-Happenings-Meetup-For-Friends35
535553.0,Nash.rb,880.0,34.0,Tech,14344641.0,nashrb
23674770.0,Whole-Food Plant-Based Dieters,249.0,14.0,Health & Wellbeing,4579315.0,living-oil-free-and-plant-strong
1751502.0,Women 'n' Wine of Williamson County,958.0,2.0,Career & Business,9919399.0,Women-n-Wine-Williamson-County
3217182.0,The Fabulous Females New to Nashville Meetup Group,2197.0,31.0,Socializing,20418.0,The-Fabulous-Females-New-to-Nashville-Meetup-Group
19443174.0,Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up,398.0,31.0,Socializing,68682832.0,New-to-Nashville
13993792.0,Nashville Grown-up Geeks,686.0,29.0,Sci-Fi & Fantasy,63898582.0,Nashville-Grown-up-Geeks
25521445.0,Nashville: CryptoCurrency University,101.0,34.0,Tech,225659788.0,Nashville-New-Currency-University
23053409.0,Nashville LGBT Game Night Meetup,294.0,12.0,LGBT,11498435.0,Nashville-Gay-Game-Night-Meetup
1819474.0,Nolensville Moms,38.0,25.0,Parents & Family,7114190.0,Nolensville-Moms
22916872.0,Franklin Happy Hour Meetup,550.0,31.0,Socializing,223910698.0,Franklin-Happy-Hour-Meetup
26000035.0,Nashville Freelance Creatives,213.0,1.0,Arts & Culture,12143808.0,NashvilleFreelanceCreatives
22585660.0,"Wine, Women, and the World",1025.0,31.0,Socializing,194923584.0,wine-women-and-the-world
1358081.0,Nashville Online Business Strategy Meetup,1446.0,2.0,Career & Business,44942272.0,Nashville-Online-Business-Strategy
26069557.0,Tableau and BI for Nashville,40.0,34.0,Tech,202311485.0,Tableau-and-BI-for-Nashville
6641192.0,Nashville Shambhala Meditation Group,874.0,14.0,Health & Wellbeing,16624181.0,Nashville-Shambhala-Meditation-Group
18850080.0,NashReact,439.0,34.0,Tech,10083866.0,NashReact-Meetup
19292162.0,Nashville CocoaHeads,237.0,34.0,Tech,145632652.0,Nashville-CocoaHeads
17467312.0,NashMicro - The Nashville Microcontroller Makers Group,646.0,34.0,Tech,54437942.0,NashMicro
20216370.0,Many Loves,215.0,17.0,Lifestyle,196538438.0,ManyLoves
2556962.0,Middle Tennessee Motorcycle Riders,1054.0,3.0,Cars & Motorcycles,11578777.0,Middle-Tennessee-Motorcycle-Riders
10000962.0,T-VOE: Tennessee Voice Over Exchange,71.0,1.0,Arts & Culture,108686552.0,TennesseeVoiceOverExchange
22632117.0,Nashville's Black Vegans,106.0,10.0,Food & Drink,186921100.0,Nashvilles-Black-Vegans
1431882.0,Nashville Outdoor Adventures Club,1327.0,23.0,Outdoors & Adventure,9101358.0,The-Nashville-Outdoor-Adventures-Club
22736876.0,Business Connections Networking Group,125.0,2.0,Career & Business,191532521.0,Brentwood-Rowdy-Referral-Networking-Meetup
25641512.0,Hendersonville Area Active/Outdoor Lifestyle,91.0,23.0,Outdoors & Adventure,12258718.0,Hendersonville-Area-Active-Outdoor-Lifestyle
20336043.0,Nashville Ladies Volunteering and Having Fun,1632.0,31.0,Socializing,12347749.0,Nashville-Ladies-Volunteering-and-Having-Fun
19847832.0,"Chicago Cubs, Blackhawks and Bears Fans near Nashville",341.0,32.0,Sports & Recreation,81052872.0,Chicago-Cubs-Bears-Blackhawk-Fans-near-Nashville
18314669.0,Beer and Bible Nashville,443.0,28.0,Religion & Beliefs,2201276.0,Beer-and-Bible-Nashville
12765472.0,Nashville Improv & Comedy Meetup,646.0,31.0,Socializing,8354386.0,Nashville-Improv-Comedy-Meetup
1226140.0,"CONNECT Nashville! Over 2,600 Business Networkers",2746.0,2.0,Career & Business,11639261.0,connectnashville
2520612.0,The Nashville Girly Book Club,1764.0,18.0,Book Clubs,6721449.0,The-Nashville-Girly-Book-Club
5882552.0,Nashville and Tennessee History,1417.0,6.0,Education & Learning,59643462.0,Tennessee-Historical-Society
1498076.0,Christian Business Leaders Roundtable | CEO Fellowship,886.0,2.0,Career & Business,9470306.0,cblroundtable
20806988.0,Events of the Camera Club Council of Tennessee,318.0,27.0,Photography,183534666.0,Events-of-the-Camera-Club-Council-of-Tennessee
18425641.0,Greater Nashville Networking Group,507.0,2.0,Career & Business,83214022.0,Greater-Nashville-Networking
19822479.0,Nashville Entrepreneurs Network,1188.0,2.0,Career & Business,201177047.0,Nashville-Entrepreneurs-Network
1169709.0,Nashville Filmmakers,1188.0,20.0,Movies & Film,182568739.0,nashvillefilmmakers
20384452.0,Thrills and Chills Book Club,104.0,18.0,Book Clubs,90086912.0,Thrills-and-Chills-Book-Club
204767.0,Nashville Podcasters,289.0,34.0,Tech,119792682.0,podcaster
1622500.0,Boost Nashville - The Business Networking Group!,797.0,2.0,Career & Business,12131688.0,BoostNashvilleBiz
24584525.0,You are a Badass!,580.0,23.0,Outdoors & Adventure,48990822.0,youarebadass
1274150.0,Unity of Nashville Spirituality Meetup Group,1184.0,22.0,New Age & Spirituality,9726350.0,unityofnashville
11776502.0,NASHVILLE REIKI & OILS,610.0,22.0,New Age & Spirituality,6780662.0,ReikiNashvilleTN
26232230.0,Nashville Holiday Dinners Meetup,100.0,10.0,Food & Drink,198989411.0,Nashville-Holiday-Dinners-Meetup
22130047.0,"Nashville Metaphysical, New Age, and Psychic Meetup",285.0,22.0,New Age & Spirituality,70636672.0,Nashville-Metaphysical-New-Age-and-Psychic-Meetup
18855476.0,Savvy Coders - Nashville,243.0,34.0,Tech,197929760.0,SavvyCoders
22023226.0,Paid To Speak Entrepreneurs,324.0,2.0,Career & Business,184259142.0,Music-City-Professional-Speakers-Meet-Up
22374557.0,1-on-1 Conversations Nashville,287.0,16.0,Language & Ethnic Identity,38395162.0,1-on-1-Conversations-Nashville
6190702.0,Fun Happenings Social Group-Nashvilles Most Fun Social Group,2051.0,31.0,Socializing,34240622.0,funhappeningssocialgroup
10178242.0,Nashville Mobile Developers,1166.0,34.0,Tech,110489102.0,NashvilleMDUG
710272.0,Spiritual Psychology and Consciousness Group,1381.0,22.0,New Age & Spirituality,2652159.0,spiritualism-291
11131552.0,Hiking Club of Nashville and Suburbs,3374.0,23.0,Outdoors & Adventure,92743262.0,Hiking-Club-of-Nashville-and-Suburbs
1507431.0,Euchre in Nashville,427.0,11.0,Games,10198845.0,Euchre-in-Nashville
26229671.0,Nashville Healthy Meal Cook & Swap,50.0,10.0,Food & Drink,131874972.0,Nashville-Healthy-Meal-Cook-Swap
10426762.0,Women 'n' Wine of Green Hills,402.0,2.0,Career & Business,61683832.0,Women-n-Wine-of-Green-Hills
1768040.0,Green & Lean Banditas,389.0,12.0,LGBT,6773198.0,Green-and-Lean-Banditas
377617.0,The Music City Beer Society,2096.0,10.0,Food & Drink,9303796.0,MCBS-Beer
6230672.0,Bellevue Area Meetup: Meet New Friends!,492.0,31.0,Socializing,1720391.0,BellevueAreaMeetup
18529135.0,Franklin AM - Networking,356.0,2.0,Career & Business,34583172.0,Franklin-AM-Networking
1307837.0,Mid-TN Scrapbooking Club,520.0,15.0,Hobbies & Crafts,4163995.0,Mid-TN-Scrapbooking-Club
21837219.0,All Things Angular,296.0,34.0,Tech,129133182.0,All-Things-Angular
20269464.0,Philadelphia Eagles Fans In Nashville,88.0,32.0,Sports & Recreation,199853583.0,Philadelphia-Eagles-Fans-In-Nashville
1694517.0,Girls Night Out Club!,1589.0,31.0,Socializing,4484019.0,girlsnightoutclub
1457232.0,Volunteer Nashville,2920.0,4.0,Community & Environment,34423222.0,volunteernashville
12847372.0,Mount Juliet/Wilson County Hiking & Outdoors,802.0,23.0,Outdoors & Adventure,80583062.0,Mount-Juliet-Wilson-County-Hiking-Meetup
20065975.0,TwitchNashville,185.0,11.0,Games,204653383.0,TwitchNashville
23234440.0,Fun Times In Nashville (Introvert / Extrovert Group),18.0,31.0,Socializing,195301990.0,Fun-Times-In-Nashville
22132964.0,Little Black Dress Club Nashville,49.0,31.0,Socializing,10169306.0,LBDCNashville
18494105.0,The Iron Yard - Nashville,1491.0,34.0,Tech,104388972.0,The-Iron-Yard-Nashville
3047512.0,Fun Happenings Travel & Adventure Group,2053.0,23.0,Outdoors & Adventure,34240622.0,Fun-Happenings-Travel-Adventure-Group
19828398.0,Nashville English Language Learning Meetup,431.0,16.0,Language & Ethnic Identity,27465332.0,Nashville-English-Language-Learning-Meetup
19591270.0,Women Tapped In - Because BREWnettes Have More Fun!,482.0,10.0,Food & Drink,12641465.0,WomenTappedIn
252576.0,Real Estate Investors of Nashville Meetup Group,1032.0,2.0,Career & Business,12011595.0,reintn
7700282.0,Tennessee Real Estate Investors Meetup,1292.0,2.0,Career & Business,85602482.0,Tennessee-Real-Estate-Investors-Meetup
19416348.0,Bellevue Business Networking Meetup,297.0,2.0,Career & Business,83272622.0,Bellevue-Business-Networking-Meetup
23394559.0,Girls Night Out Bunco For WOMEN Meetup,50.0,11.0,Games,184600207.0,Smyrna-Bunco-Meetup
20135961.0,20s/30s Nashville Online Dating Rebellion!,1124.0,31.0,Socializing,198403977.0,Nashville-Online-Dating-Rebellion
20129636.0,Nashville Classic and Contemporary Fiction Group (for women),111.0,18.0,Book Clubs,183590843.0,Nashville-Classic-and-Contemporary-Fiction-Group-for-women
24039540.0,Get Out 'N Game - Nashville,185.0,11.0,Games,169396342.0,Get-Out-N-Game-Nashville
25810092.0,Nashville KDrama Addicts,34.0,16.0,Language & Ethnic Identity,80142302.0,Nashville-KDrama-Addicts
23723436.0,Donelson Networking Group,87.0,31.0,Socializing,226769794.0,Donelson-Networking-Group
21771089.0,West End Gals 50+ Meetup,49.0,31.0,Socializing,59359692.0,West-End-Gals-50-Plus-Meetup
26042538.0,Nashville Wine Lovers ?,101.0,10.0,Food & Drink,231029458.0,meetup-group-wPaBVJMp
20571755.0,Nashville Bisexual Femme Meetup,230.0,12.0,LGBT,214204840.0,Nashville-Bisexual-Femme-Meetup
1581956.0,Metro Nashville German Meetup Group,52.0,16.0,Language & Ethnic Identity,14000160.0,Nashville-German-Meetup-Group
11574842.0,"Rock, Blues and Jazz Musicians",267.0,21.0,Music,8386.0,Nashville-Rock-Blues-and-Jazz-Musicians-Singers
7130232.0,Nashville Software Beginners,1309.0,34.0,Tech,14344641.0,nashville-software-beginners
1417288.0,"The Nashville Singer, Musician and Songwriter Meetup Group",2058.0,21.0,Music,1966421.0,NashvilleMusician
17213452.0,Nashville Travel Hackers,561.0,23.0,Outdoors & Adventure,41788132.0,Nashville-Travel-Hackers
13560402.0,Nashville Modern Excel & Power BI User Group,537.0,34.0,Tech,120578592.0,Nashville-Modern-Excel-User-Group
11184352.0,Nashville Bitcoin Meetup,321.0,2.0,Career & Business,124644362.0,Nashville-Bitcoin-Meetup
6859622.0,Project Happiness: Nashville Shyness & Social Anxiety Group,656.0,33.0,Support,5216038.0,ProjectHappiness
26091301.0,Women's Bible Study,42.0,28.0,Religion & Beliefs,232528811.0,meetup-group-eZbwabuK
25441371.0,Nashville Mindfulness in Nature,230.0,14.0,Health & Wellbeing,190717209.0,Nashville-Mindfulness-in-Nature
19528743.0,Nashville Real Estate Investor Network,439.0,2.0,Career & Business,144256692.0,Nashville-Real-Estate-Wealth-Investor-Network
26090658.0,Grace Business Networking Group,20.0,2.0,Career & Business,13385553.0,Grace-Business-Networking-Group
9540322.0,Young Urban Professionals of Nashville,1533.0,16.0,Language & Ethnic Identity,8736052.0,YUPmeetUp
24850344.0,Goddess and the Moon Metaphysical Meetup,236.0,22.0,New Age & Spirituality,192829365.0,Goddess-and-the-Moon-Metaphysical-Meetup
18549438.0,NashDash Dating!,1765.0,30.0,Singles,77649082.0,NashDash-Dating
26187874.0,"Are you ready to ""fall into change?""",47.0,14.0,Health & Wellbeing,225670642.0,Are-you-ready-to-fall-into-change
25681644.0,East Nashville Daytime Basketball,52.0,32.0,Sports & Recreation,212106559.0,East-Nashville-Daytime-Basketball
691322.0,The Music City British Expats Meetup Group,218.0,16.0,Language & Ethnic Identity,14225093.0,musiccitybrits
23593297.0,Bi Tennessee,221.0,12.0,LGBT,127615252.0,Bi-Tennessee
18837102.0,Nashville Software Automation Professionals,166.0,34.0,Tech,100449852.0,Nashville-Software-Automation-Professionals
1772099.0,Nashville 80s Music & More Meetup,1758.0,21.0,Music,5129031.0,Nashville80sLovers
21846276.0,East Side Tribe,73.0,4.0,Community & Environment,227717350.0,East-Side-Tribe
7151442.0,Nashville Mobile .NET Developers,372.0,34.0,Tech,70666292.0,NashvilleMobileDotNet
18801828.0,"SCORE Nashville Events, Networking and Workshops",726.0,2.0,Career & Business,128146292.0,SCORE-Nashville-Events-Networking-and-Workshops
2662782.0,Nashville Real Estate Investing & Marketing Entrepreneurs,1033.0,2.0,Career & Business,28252152.0,Nashville-Real-Estate-Investing-Marketing-Entrepreneurs
12588802.0,Nashville Vipassana Meditation Meetup,91.0,22.0,New Age & Spirituality,4817345.0,Nashville-Vipassana-Meditation-Meetup
1682521.0,Southeast Golf Events,1192.0,32.0,Sports & Recreation,12559929.0,Southeast-Golf-Events
3376042.0,Mastermind Business Networkers,604.0,2.0,Career & Business,9470306.0,CEOMastermindSE
405938.0,MTRAS ~ MidTn Robotic Arts Society,523.0,34.0,Tech,3246917.0,robotics-71
20486490.0,Nashville Knitting Meetup,140.0,15.0,Hobbies & Crafts,192827407.0,Nashville-Knitting-Meetup
25648018.0,Smashville Singles Coed 25-40ish,310.0,31.0,Socializing,197966717.0,Smashville-Singles-Coed-25-40ish
20285980.0,Sandwiches For The Homeless,362.0,4.0,Community & Environment,60708922.0,Sandwich-For-The-Homeless
26040985.0,Spanish Group Downtown,35.0,16.0,Language & Ethnic Identity,201787805.0,Spanish-Group-Downtown
25756605.0,Walk Nashville,203.0,9.0,Fitness,19658701.0,LetsWalkNashville
23573879.0,Middle Tennessee Photography Buddies,422.0,27.0,Photography,196315467.0,Middle-Tennessee-Photography-Buddies
23318990.0,Nashville Jewish Meetup,80.0,28.0,Religion & Beliefs,224810613.0,Nashville-Jewish-Meetup
18714758.0,Nashville Socials and Events!,2628.0,31.0,Socializing,77649082.0,Nashville-Socials-and-Events
22730657.0,Her Heart Project,487.0,14.0,Health & Wellbeing,223018602.0,Her-Heart-Project
25934999.0,Karate at the Park,80.0,9.0,Fitness,181874912.0,Karate-at-the-Park
25076888.0,Nashville QA,64.0,34.0,Tech,13490762.0,Nashville-QA
20583464.0,Mediumship and Intuitive Development Circle of Nashville,233.0,22.0,New Age & Spirituality,5212354.0,Mediumship-and-Intuitive-Development-Circle-of-Nashville
24743042.0,"Nashville Girl's Night Out - Shopping, Networking, + More",406.0,31.0,Socializing,227859656.0,Nashville-Girls-Night-Out-Shopping-Networking-More
20402980.0,Nashville Dungeon Delvers,124.0,11.0,Games,212154798.0,Nashville-Dungeon-Delvers
19959627.0,On Sundays We Brunch: Young Black Professionals,648.0,10.0,Food & Drink,177268332.0,On-Sundays-We-Brunch-Young-Black-Professionals
25326528.0,Nashville Squash Meetup,47.0,32.0,Sports & Recreation,230674257.0,Nashville-Squash-Meetup
8805172.0,Nashville Wiener Romp,499.0,26.0,Pets & Animals,12983193.0,NashvilleWienerRomp
8741902.0,Nashville Nerdy Girls,512.0,31.0,Socializing,3669527.0,Nashville-Nerdy-Girls
19904711.0,NashSec,106.0,34.0,Tech,86263532.0,NashSec
25681787.0,Village Healing Arts,65.0,22.0,New Age & Spirituality,7325785.0,Village-Healing-Arts
788001.0,The Middle TN Alternative Health Meetup Group,991.0,14.0,Health & Wellbeing,6780662.0,alternative-510
15335602.0,Brentwood TN Conversational Spanish Language Meetup Group,315.0,16.0,Language & Ethnic Identity,153513242.0,Brentwood-TN-Conversational-Spanish-Language-Meetup-Group
981249.0,Art of Living,1107.0,14.0,Health & Wellbeing,6163855.0,artoflivingnashville
1741429.0,Brentwood - Grow Your Business In Tennessee,491.0,2.0,Career & Business,228396306.0,Brentwood-GrowYour-Business-In-Tennessee
25115699.0,Lipscomb Environmental Sustainability Meetup,19.0,4.0,Community & Environment,220443481.0,Lipscomb-Environmental-Sustainability-Meetup
18629337.0,The Nashville Football Giants,109.0,32.0,Sports & Recreation,184367689.0,NY-Giants-Fans-in-Nashville
20166757.0,Science Club Nashville,283.0,6.0,Education & Learning,208732641.0,Science-Club-Nashville
25122337.0,Book Club Girlfriends,39.0,18.0,Book Clubs,104310702.0,Book-Club-Girlfriends
18823274.0,Padmasambhava Buddhist Center - Nashville,144.0,14.0,Health & Wellbeing,221829385.0,Padmasambhava-Buddhist-Center-Nashville
20186791.0,Free & Cheap Events,2183.0,31.0,Socializing,209069325.0,meetup-group-FtpRCHbj
24125934.0,Murfreesboro Web Development Meetup,40.0,34.0,Tech,178742432.0,Murfreesboro-Web-Development-Meetup
25397992.0,the New World is in Order!,70.0,22.0,New Age & Spirituality,61526062.0,the-New-World-is-in-Order
24637264.0,TN ACA - Learn to Play & Have Fun,63.0,33.0,Support,230377862.0,TN-ACA-Learn-to-Play-Have-Fun
21989057.0,Nashville Amazon Sellers,81.0,34.0,Tech,207103295.0,The-Amazon-Seller
25785289.0,Nashville Self-Improvement Meetup,231.0,22.0,New Age & Spirituality,212306666.0,meetup-group-riPvDCJO
21957723.0,GKIC Nashville Chapter Business Building Meetup,179.0,2.0,Career & Business,220077960.0,GKIC-Nashville-Business-Building-Meetup
20493986.0,R-Ladies Nashville,210.0,2.0,Career & Business,213434886.0,rladies-nashville
18502048.0,The Domestiques Cycling Club,766.0,9.0,Fitness,123416242.0,DomestiquesCyclingTN
25442126.0,Nashville 9-5 Working Single Mums in Our 30s,28.0,25.0,Parents & Family,190382781.0,Nashville-single-mums-in-30s
