group_id,group_name,num_members,category_id,category_name,organizer_id,group_urlname
5618532,Nashville Salesforce Admins & Developers Group,500,34,Tech,204135137,Nashville-Salesforce-Developer-User-Group
1728035,WordPress Nashville,1642,34,Tech,72560962,NashvilleWordpress
24890978,Nashville Humanist,157,6,Education & Learning,224641660,NashvilleHumanistGroup
18506072,20s in Nashville,3812,31,Socializing,188857906,20s-in-Nashville
1776274,"Nashville SEO & Internet Marketing, Over 1,600 Members!",1648,2,Career & Business,10119159,Nashville-SEO-Group
1808866,"Art, Culture, Film and Literature Friends",2792,1,Arts & Culture,13677114,artsfriends
5282132,One Dharma Nashville Meditation Group,1191,22,New Age & Spirituality,65541132,One-Dharma-Nashville
24693747,Williamson County Republican Party,114,13,Movements & Politics,16881781,Williamson-County-Republican-Party
19440811,Fun Friends Of Rutherford (a 40's+ group),150,31,Socializing,27857332,FunFriends-Of-Rutherford
25481468,Outdoor Afro-Nashville,113,23,Outdoors & Adventure,87574402,Outdoor-Afro-Nashville
18476981,Drink-n-Draw,2507,1,Arts & Culture,40582582,DrinkNDrawNashville
18414590,Women 'n' Wine of Nashville,690,2,Career & Business,187452711,Women-n-Wine-of-Nashville
929402,Paddle Adventures Unlimited,6328,23,Outdoors & Adventure,8939765,paddleadventuresunlimited
227528,Nashville Spanish Meetup,1411,16,Language & Ethnic Identity,2434993,spanish-570
16447162,Nash |> Elixir,390,34,Tech,8111102,nash-elixir
1349592,Board Game Lovers Meetup,2260,11,Games,7563113,Board-Game-Lovers-Meetup-Group
16954142,Network Middle Tennessee,1083,2,Career & Business,13020262,Network-Middle-Tennessee-Prosperous-Partnerships
1492619,Women's  Business Network,2164,2,Career & Business,15369081,Womens-business-network
541319,The Nashville Songwriters Meetup Group,2643,21,Music,2984170,vocalists-164
25884191,Nashville Drum Circle Community :D,144,14,Health & Wellbeing,6440691,Nashvilledrumcircles
15552112,Intellectual Society of Greater Nashville,654,6,Education & Learning,146326152,Intellectual-Society
24906881,Brentwood Artificial Intelligence Meetup,97,34,Tech,22476571,Brentwood-Artificial-Intelligence-Meetup
26076650,Franklin Technology Startups Meetup,51,34,Tech,35147542,Franklin-Technology-Startups-Meetup
1486212,Nashville Slow Ride,1526,23,Outdoors & Adventure,481401,NASHVILLE-SLOW-RIDE
18361585,Make Nashville Meetup,1684,34,Tech,5900662,Make-Nashville-Meetup
19856615,Mt.Juliet/Hermitage Happenings Meetup For Friends,305,31,Socializing,202144642,MtJuliet-Hermitage-Happenings-Meetup-For-Friends35
535553,Nash.rb,880,34,Tech,14344641,nashrb
23674770,Whole-Food Plant-Based Dieters,249,14,Health & Wellbeing,4579315,living-oil-free-and-plant-strong
1751502,Women 'n' Wine of Williamson County,959,2,Career & Business,9919399,Women-n-Wine-Williamson-County
3217182,The Fabulous Females New to Nashville Meetup Group,2193,31,Socializing,20418,The-Fabulous-Females-New-to-Nashville-Meetup-Group
19443174,Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up,398,31,Socializing,68682832,New-to-Nashville
13993792,Nashville Grown-up Geeks,686,29,Sci-Fi & Fantasy,63898582,Nashville-Grown-up-Geeks
25521445,Nashville: CryptoCurrency University,102,34,Tech,225659788,Nashville-New-Currency-University
23053409,Nashville LGBT Game Night Meetup,294,12,LGBT,11498435,Nashville-Gay-Game-Night-Meetup
1819474,Nolensville Moms,38,25,Parents & Family,7114190,Nolensville-Moms
22916872,Franklin Happy Hour Meetup,550,31,Socializing,223910698,Franklin-Happy-Hour-Meetup
26000035,Nashville Freelance Creatives,216,1,Arts & Culture,12143808,NashvilleFreelanceCreatives
22585660,"Wine, Women, and the World",1025,31,Socializing,194923584,wine-women-and-the-world
1358081,Nashville Online Business Strategy Meetup,1446,2,Career & Business,44942272,Nashville-Online-Business-Strategy
26069557,Tableau and BI for Nashville,40,34,Tech,202311485,Tableau-and-BI-for-Nashville
6641192,Nashville Shambhala Meditation Group,874,14,Health & Wellbeing,16624181,Nashville-Shambhala-Meditation-Group
18850080,NashReact,439,34,Tech,10083866,NashReact-Meetup
19292162,Nashville CocoaHeads,237,34,Tech,145632652,Nashville-CocoaHeads
17467312,NashMicro - The Nashville Microcontroller Makers Group,646,34,Tech,54437942,NashMicro
20216370,Many Loves,215,17,Lifestyle,196538438,ManyLoves
2556962,Middle Tennessee Motorcycle Riders,1054,3,Cars & Motorcycles,11578777,Middle-Tennessee-Motorcycle-Riders
22632117,Nashville's Black Vegans,107,10,Food & Drink,186921100,Nashvilles-Black-Vegans
10000962,T-VOE: Tennessee Voice Over Exchange,72,1,Arts & Culture,108686552,TennesseeVoiceOverExchange
1431882,Nashville Outdoor Adventures Club,1327,23,Outdoors & Adventure,9101358,The-Nashville-Outdoor-Adventures-Club
22736876,Business Connections Networking Group,125,2,Career & Business,191532521,Brentwood-Rowdy-Referral-Networking-Meetup
25641512,Hendersonville Area Active/Outdoor Lifestyle,91,23,Outdoors & Adventure,12258718,Hendersonville-Area-Active-Outdoor-Lifestyle
19847832,"Chicago Cubs, Blackhawks and Bears Fans near Nashville",341,32,Sports & Recreation,81052872,Chicago-Cubs-Bears-Blackhawk-Fans-near-Nashville
20336043,Nashville Ladies Volunteering and Having Fun,1633,31,Socializing,12347749,Nashville-Ladies-Volunteering-and-Having-Fun
18314669,Beer and Bible Nashville,444,28,Religion & Beliefs,2201276,Beer-and-Bible-Nashville
12765472,Nashville Improv & Comedy Meetup,645,31,Socializing,8354386,Nashville-Improv-Comedy-Meetup
1226140,"CONNECT Nashville! Over 2,600 Business Networkers",2750,2,Career & Business,11639261,connectnashville
2520612,The Nashville Girly Book Club,1766,18,Book Clubs,6721449,The-Nashville-Girly-Book-Club
5882552,Nashville and Tennessee History,1418,6,Education & Learning,59643462,Tennessee-Historical-Society
1498076,Christian Business Leaders Roundtable | CEO Fellowship,887,2,Career & Business,9470306,cblroundtable
19822479,Nashville Entrepreneurs Network,1189,2,Career & Business,201177047,Nashville-Entrepreneurs-Network
20806988,Events of the Camera Club Council of Tennessee,318,27,Photography,183534666,Events-of-the-Camera-Club-Council-of-Tennessee
18425641,Greater Nashville Networking Group,510,2,Career & Business,83214022,Greater-Nashville-Networking
1169709,Nashville Filmmakers,1189,20,Movies & Film,182568739,nashvillefilmmakers
20384452,Thrills and Chills Book Club,104,18,Book Clubs,90086912,Thrills-and-Chills-Book-Club
204767,Nashville Podcasters,290,34,Tech,119792682,podcaster
1622500,Boost Nashville - The Business Networking Group!,798,2,Career & Business,12131688,BoostNashvilleBiz
24584525,You are a Badass!,581,23,Outdoors & Adventure,48990822,youarebadass
1274150,Unity of Nashville Spirituality Meetup Group,1184,22,New Age & Spirituality,9726350,unityofnashville
11776502,NASHVILLE REIKI & OILS,610,22,New Age & Spirituality,6780662,ReikiNashvilleTN
18855476,Savvy Coders - Nashville,243,34,Tech,197929760,SavvyCoders
22023226,Paid To Speak Entrepreneurs,326,2,Career & Business,184259142,Music-City-Professional-Speakers-Meet-Up
22130047,"Nashville Metaphysical, New Age, and Psychic Meetup",285,22,New Age & Spirituality,70636672,Nashville-Metaphysical-New-Age-and-Psychic-Meetup
22374557,1-on-1 Conversations Nashville,288,16,Language & Ethnic Identity,38395162,1-on-1-Conversations-Nashville
26232230,Nashville Holiday Dinners Meetup,101,10,Food & Drink,198989411,Nashville-Holiday-Dinners-Meetup
10178242,Nashville Mobile Developers,1167,34,Tech,110489102,NashvilleMDUG
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,2051,31,Socializing,34240622,funhappeningssocialgroup
710272,Spiritual Psychology and Consciousness Group,1380,22,New Age & Spirituality,2652159,spiritualism-291
11131552,Hiking Club of Nashville and Suburbs,3375,23,Outdoors & Adventure,92743262,Hiking-Club-of-Nashville-and-Suburbs
1507431,Euchre in Nashville,427,11,Games,10198845,Euchre-in-Nashville
26229671,Nashville Healthy Meal Cook & Swap,50,10,Food & Drink,131874972,Nashville-Healthy-Meal-Cook-Swap
10426762,Women 'n' Wine of Green Hills,401,2,Career & Business,61683832,Women-n-Wine-of-Green-Hills
1768040,Green & Lean Banditas,389,12,LGBT,6773198,Green-and-Lean-Banditas
377617,The Music City Beer Society,2096,10,Food & Drink,9303796,MCBS-Beer
6230672,Bellevue Area Meetup: Meet New Friends!,492,31,Socializing,1720391,BellevueAreaMeetup
18529135,Franklin AM - Networking,357,2,Career & Business,34583172,Franklin-AM-Networking
1307837,Mid-TN Scrapbooking Club,520,15,Hobbies & Crafts,4163995,Mid-TN-Scrapbooking-Club
21837219,All Things Angular,299,34,Tech,129133182,All-Things-Angular
20269464,Philadelphia Eagles Fans In Nashville,89,32,Sports & Recreation,199853583,Philadelphia-Eagles-Fans-In-Nashville
1694517,Girls Night Out Club!,1586,31,Socializing,4484019,girlsnightoutclub
1457232,Volunteer Nashville,2921,4,Community & Environment,34423222,volunteernashville
12847372,Mount Juliet/Wilson County Hiking & Outdoors,802,23,Outdoors & Adventure,80583062,Mount-Juliet-Wilson-County-Hiking-Meetup
3047512,Fun Happenings Travel & Adventure Group,2053,23,Outdoors & Adventure,34240622,Fun-Happenings-Travel-Adventure-Group
20065975,TwitchNashville,185,11,Games,204653383,TwitchNashville
18494105,The Iron Yard - Nashville,1491,34,Tech,104388972,The-Iron-Yard-Nashville
23234440,Fun Times In Nashville (Introvert / Extrovert Group),20,31,Socializing,195301990,Fun-Times-In-Nashville
22132964,Little Black Dress Club Nashville,49,31,Socializing,10169306,LBDCNashville
19828398,Nashville English Language Learning Meetup,431,16,Language & Ethnic Identity,27465332,Nashville-English-Language-Learning-Meetup
19591270,Women Tapped In - Because BREWnettes Have More Fun!,481,10,Food & Drink,12641465,WomenTappedIn
252576,Real Estate Investors of Nashville Meetup Group,1034,2,Career & Business,12011595,reintn
7700282,Tennessee Real Estate Investors Meetup,1292,2,Career & Business,85602482,Tennessee-Real-Estate-Investors-Meetup
19416348,Bellevue Business Networking Meetup,297,2,Career & Business,83272622,Bellevue-Business-Networking-Meetup
23394559,Girls Night Out Bunco For WOMEN Meetup,50,11,Games,184600207,Smyrna-Bunco-Meetup
20135961,20s/30s Nashville Online Dating Rebellion!,1124,31,Socializing,198403977,Nashville-Online-Dating-Rebellion
20129636,Nashville Classic and Contemporary Fiction Group (for women),111,18,Book Clubs,183590843,Nashville-Classic-and-Contemporary-Fiction-Group-for-women
25810092,Nashville KDrama Addicts,35,16,Language & Ethnic Identity,80142302,Nashville-KDrama-Addicts
26042538,Nashville Wine Lovers ?,101,10,Food & Drink,231029458,meetup-group-wPaBVJMp
20571755,Nashville Bisexual Femme Meetup,230,12,LGBT,214204840,Nashville-Bisexual-Femme-Meetup
23723436,Donelson Networking Group,87,31,Socializing,226769794,Donelson-Networking-Group
24039540,Get Out 'N Game - Nashville,185,11,Games,169396342,Get-Out-N-Game-Nashville
21771089,West End Gals 50+ Meetup,49,31,Socializing,59359692,West-End-Gals-50-Plus-Meetup
1581956,Metro Nashville German Meetup Group,52,16,Language & Ethnic Identity,14000160,Nashville-German-Meetup-Group
11574842,"Rock, Blues and Jazz Musicians",267,21,Music,8386,Nashville-Rock-Blues-and-Jazz-Musicians-Singers
7130232,Nashville Software Beginners,1309,34,Tech,14344641,nashville-software-beginners
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",2059,21,Music,1966421,NashvilleMusician
17213452,Nashville Travel Hackers,561,23,Outdoors & Adventure,41788132,Nashville-Travel-Hackers
13560402,Nashville Modern Excel & Power BI User Group,539,34,Tech,120578592,Nashville-Modern-Excel-User-Group
11184352,Nashville Bitcoin Meetup,322,2,Career & Business,124644362,Nashville-Bitcoin-Meetup
6859622,Project Happiness: Nashville Shyness & Social Anxiety Group,658,33,Support,5216038,ProjectHappiness
26091301,Women's Bible Study,42,28,Religion & Beliefs,232528811,meetup-group-eZbwabuK
24850344,Goddess and the Moon Metaphysical Meetup,236,22,New Age & Spirituality,192829365,Goddess-and-the-Moon-Metaphysical-Meetup
18837102,Nashville Software Automation Professionals,166,34,Tech,100449852,Nashville-Software-Automation-Professionals
9540322,Young Urban Professionals of Nashville,1533,16,Language & Ethnic Identity,8736052,YUPmeetUp
26187874,"Are you ready to ""fall into change?""",47,14,Health & Wellbeing,225670642,Are-you-ready-to-fall-into-change
691322,The Music City British Expats Meetup Group,217,16,Language & Ethnic Identity,14225093,musiccitybrits
19528743,Nashville Real Estate Investor Network,441,2,Career & Business,144256692,Nashville-Real-Estate-Wealth-Investor-Network
26090658,Grace Business Networking Group,20,2,Career & Business,13385553,Grace-Business-Networking-Group
25441371,Nashville Mindfulness in Nature,231,14,Health & Wellbeing,190717209,Nashville-Mindfulness-in-Nature
23593297,Bi Tennessee,221,12,LGBT,127615252,Bi-Tennessee
25681644,East Nashville Daytime Basketball,52,32,Sports & Recreation,212106559,East-Nashville-Daytime-Basketball
18549438,NashDash Dating!,1767,30,Singles,77649082,NashDash-Dating
1772099,Nashville 80s Music & More Meetup,1759,21,Music,5129031,Nashville80sLovers
21846276,East Side Tribe,73,4,Community & Environment,227717350,East-Side-Tribe
7151442,Nashville Mobile .NET Developers,372,34,Tech,70666292,NashvilleMobileDotNet
18801828,"SCORE Nashville Events, Networking and Workshops",726,2,Career & Business,128146292,SCORE-Nashville-Events-Networking-and-Workshops
2662782,Nashville Real Estate Investing & Marketing Entrepreneurs,1033,2,Career & Business,28252152,Nashville-Real-Estate-Investing-Marketing-Entrepreneurs
12588802,Nashville Vipassana Meditation Meetup,91,22,New Age & Spirituality,4817345,Nashville-Vipassana-Meditation-Meetup
1682521,Southeast Golf Events,1194,32,Sports & Recreation,12559929,Southeast-Golf-Events
3376042,Mastermind Business Networkers,605,2,Career & Business,9470306,CEOMastermindSE
405938,MTRAS ~ MidTn Robotic Arts Society,523,34,Tech,3246917,robotics-71
20486490,Nashville Knitting Meetup,140,15,Hobbies & Crafts,192827407,Nashville-Knitting-Meetup
25648018,Smashville Singles Coed 25-40ish,312,31,Socializing,197966717,Smashville-Singles-Coed-25-40ish
26040985,Spanish Group Downtown,35,16,Language & Ethnic Identity,201787805,Spanish-Group-Downtown
23573879,Middle Tennessee Photography Buddies,423,27,Photography,196315467,Middle-Tennessee-Photography-Buddies
20285980,Sandwiches For The Homeless,363,4,Community & Environment,60708922,Sandwich-For-The-Homeless
18714758,Nashville Socials and Events!,2631,31,Socializing,77649082,Nashville-Socials-and-Events
23318990,Nashville Jewish Meetup,80,28,Religion & Beliefs,224810613,Nashville-Jewish-Meetup
25756605,Walk Nashville,205,9,Fitness,19658701,LetsWalkNashville
25076888,Nashville QA,64,34,Tech,13490762,Nashville-QA
22730657,Her Heart Project,487,14,Health & Wellbeing,223018602,Her-Heart-Project
25934999,Karate at the Park,80,9,Fitness,181874912,Karate-at-the-Park
24743042,"Nashville Girl's Night Out - Shopping, Networking, + More",407,31,Socializing,227859656,Nashville-Girls-Night-Out-Shopping-Networking-More
20583464,Mediumship and Intuitive Development Circle of Nashville,233,22,New Age & Spirituality,5212354,Mediumship-and-Intuitive-Development-Circle-of-Nashville
20402980,Nashville Dungeon Delvers,124,11,Games,212154798,Nashville-Dungeon-Delvers
19959627,On Sundays We Brunch: Young Black Professionals,648,10,Food & Drink,177268332,On-Sundays-We-Brunch-Young-Black-Professionals
25326528,Nashville Squash Meetup,47,32,Sports & Recreation,230674257,Nashville-Squash-Meetup
8805172,Nashville Wiener Romp,499,26,Pets & Animals,12983193,NashvilleWienerRomp
8741902,Nashville Nerdy Girls,516,31,Socializing,3669527,Nashville-Nerdy-Girls
19904711,NashSec,106,34,Tech,86263532,NashSec
25681787,Village Healing Arts,65,22,New Age & Spirituality,7325785,Village-Healing-Arts
788001,The Middle TN Alternative Health Meetup Group,992,14,Health & Wellbeing,6780662,alternative-510
981249,Art of Living,1106,14,Health & Wellbeing,6163855,artoflivingnashville
15335602,Brentwood TN Conversational Spanish Language Meetup Group,315,16,Language & Ethnic Identity,153513242,Brentwood-TN-Conversational-Spanish-Language-Meetup-Group
1741429,Brentwood - Grow Your Business In Tennessee,491,2,Career & Business,228396306,Brentwood-GrowYour-Business-In-Tennessee
25122337,Book Club Girlfriends,39,18,Book Clubs,104310702,Book-Club-Girlfriends
25115699,Lipscomb Environmental Sustainability Meetup,19,4,Community & Environment,220443481,Lipscomb-Environmental-Sustainability-Meetup
20166757,Science Club Nashville,283,6,Education & Learning,208732641,Science-Club-Nashville
24637264,TN ACA - Learn to Play & Have Fun,63,33,Support,230377862,TN-ACA-Learn-to-Play-Have-Fun
18629337,The Nashville Football Giants,109,32,Sports & Recreation,184367689,NY-Giants-Fans-in-Nashville
25785289,Nashville Self-Improvement Meetup,231,22,New Age & Spirituality,212306666,meetup-group-riPvDCJO
20186791,Free & Cheap Events,2185,31,Socializing,209069325,meetup-group-FtpRCHbj
25397992,the New World is in Order!,70,22,New Age & Spirituality,61526062,the-New-World-is-in-Order
21989057,Nashville Amazon Sellers,82,34,Tech,207103295,The-Amazon-Seller
21957723,GKIC Nashville Chapter Business Building Meetup,179,2,Career & Business,220077960,GKIC-Nashville-Business-Building-Meetup
24125934,Murfreesboro Web Development Meetup,40,34,Tech,178742432,Murfreesboro-Web-Development-Meetup
20493986,R-Ladies Nashville,210,2,Career & Business,213434886,rladies-nashville
18823274,Padmasambhava Buddhist Center - Nashville,144,14,Health & Wellbeing,221829385,Padmasambhava-Buddhist-Center-Nashville
18502048,The Domestiques Cycling Club,766,9,Fitness,123416242,DomestiquesCyclingTN
25442126,Nashville 9-5 Working Single Mums in Our 30s,28,25,Parents & Family,190382781,Nashville-single-mums-in-30s
7129942,Open Nashville,23,17,Lifestyle,11606719,OpenNashville
19934054,Outdoor Fit - HIIT,205,9,Fitness,200686755,Outdoor-HIIT-Fit
25117452,Maintaining Your Balance,168,14,Health & Wellbeing,196267339,maintaining-your-balance
25448937,"Women, Wine, & Coloring",280,1,Arts & Culture,107126142,women-wine-and-coloring
16140462,40 and over gay men for social gatherings,199,12,LGBT,8809394,A-meetup-group-for-professional-gay-men-40-For-dinner-etc
7699922,Thinking Christians Book Club,192,28,Religion & Beliefs,4720318,Thinking-Christians-Book-Club
1451826,Nashville Science Fiction Book Club,727,6,Education & Learning,70762772,Nashville-Science-Fiction-Book-Club
2496252,Oneness Nashville,872,22,New Age & Spirituality,25507792,Oneness-Nashville
19064659,Franklin Books and Discussion Meetup,50,6,Education & Learning,56725922,Franklin-Books-and-Discussion-Meetup
25471951,Franklin Gaming and Comics,52,11,Games,31995212,Franklin-Gaming-and-Comics
20836828,Black Women Read Book Club,34,18,Book Clubs,133440072,FUNdamental-Book-Club-Meetup
20241153,OCD Nashville Peer Support Group Meetup,47,33,Support,208888939,OCD-Nashville-Peer-Support-Group-Meetup
26245205,Christmas Carolers (Seasonal),15,21,Music,146112942,Christmas-Carolers-Seasonal
23594916,Ethereum Nashville,196,34,Tech,96331022,Ethereum-Nashville
22873954,Kilo Fit Nashville,168,9,Fitness,223501599,Kilo-Fit-Nashville
23181015,Nashville Interfaith Meetup,84,28,Religion & Beliefs,185250479,Nashville-Interfaith-Meetup
21747934,Nashville Gay Men Explorer Group,273,12,LGBT,217710404,NGM-explorer
19687074,Nashville Spirituality Meetup,703,22,New Age & Spirituality,10167520,Nashville-Spirituality-Meetup
23970553,Nashville International Relations Meetup - Great Decisions,102,6,Education & Learning,17939432,Nashville-International-Relations-Meetup-Great-Decisions
8908602,Nashville Network After Work - Business Networking Events,2623,2,Career & Business,95169012,Nashville-Network-After-Work-Business-Networking-Events
26074382,Christ the King Dining Out Meetup,27,10,Food & Drink,237578892,Christ-the-King-Dining-Out-Meetup
1473660,Nashville Kayak Lessons,3259,23,Outdoors & Adventure,4093533,Nashville-Kayak-Lessons
1299250,Nashville Sport Bikes Meetup Group,101,3,Cars & Motorcycles,9690667,Nashville-Sportbike-Group
17872862,Nashville Amazon Web Services User Group,475,34,Tech,183447968,nawsug
25694632,Networking in The Nations,37,2,Career & Business,227262615,Networking-in-The-Nations
22808815,Center for Spiritual Living Nashville,190,22,New Age & Spirituality,212306666,Center-for-Spiritual-Living-Nashville
19549621,Agile Coaching Exchange: MidTN,97,34,Tech,8382031,ACE-MidTN
18677333,Enneagram Nashville,54,22,New Age & Spirituality,188726261,Enneagram-Nashville
19654655,Nashville Music Programmers,515,34,Tech,194047958,Nashville-Music-Programmers
22993273,Networking Today Int'l -Middle Tennessee,127,2,Career & Business,69351852,Networking-Today-Brentwood
6284242,All Things Gardening,293,4,Community & Environment,9605661,AllThingsGardening
17487002,Nashville Alternative Health & Wellness,1329,14,Health & Wellbeing,6780662,Nashville-Alternative-Healing-Meetup
14649032,Nashville Game Developers,516,34,Tech,9590115,NashGameDev
25972489,Cool Springs Gay Men's Lunch Group,24,12,LGBT,53677492,CoolSprings-Gay-Mens-Lunch-Group
18602694,Big East Fork Retreat,324,23,Outdoors & Adventure,89446912,Big-East-Fork-Retreat
16548342,Piano Music Lovers of Nashville,88,21,Music,162948592,Piano-music-lovers-of-Nashville
24616027,Nashville Magento Meetup,32,34,Tech,9486559,Nashville-Magento
26079417,IIBA Nashville Chapter Meetup,12,2,Career & Business,1575535,IIBA-Nashville-Chapter-Meetup
26018023,Nashville Krishna Bhakti Yoga Meetup,33,14,Health & Wellbeing,237187969,Nashville-Bhakti-Yoga-Meetup
25903892,The Costumed Revelers,26,29,Sci-Fi & Fantasy,4579315,The-Costumed-Revelers
